source_id,source_name,canonical_source_id,population,spin_hz,distance_kpc,temperature_constraint,thermal_basis,surface_temperature_inf_k,surface_temperature_inf_lower_k,surface_temperature_inf_upper_k,core_temperature_inf_reference_k,core_temperature_inf_lower_k,core_temperature_inf_upper_k,input_observable,interval_description,spectral_band,surface_emission_model,spin_evidence,spin_reference,thermal_reference,spin_url,thermal_url,catalogue_locator,notes
78,J1641+3627B,J16413627B,rotation-powered MSP,283.446712018,7.42,upper_limit,flux_ceiling,506511.7830171856,,523555.413417468,47628054.55288238,,47628054.55288238,L_X_fallback=9.200000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 190 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
79,J1641+3627C,J16413627C,rotation-powered MSP,268.672756582,7.42,upper_limit,flux_ceiling,458802.3920319935,,473071.50474656344,39632744.0542688,,39632744.0542688,L_X_fallback=3.900000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 191 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
80,J1641+3627E,J16413627E,rotation-powered MSP,402.090872537,7.42,upper_limit,flux_ceiling,525731.6352189328,,543940.4064152321,51032093.78859151,,51032093.78859151,L_X_fallback=1.250000e+31 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 193 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
81,J1641+3627F,J16413627F,rotation-powered MSP,332.889480692,7.42,upper_limit,flux_ceiling,497414.7393268229,,513915.9632346003,46053352.25109497,,46053352.25109497,L_X_fallback=7.900000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 194 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
82,J1643-1224,J16431224,rotation-powered MSP,216.356555604,0.74,upper_limit,flux_ceiling,386251.5712397934,,396662.8323020224,28738280.176230744,,28738280.176230744,L_SX=7.380000e+29 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 195 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
83,J1653-0158,J16530158,rotation-powered MSP,508.130081301,0.84,upper_limit,flux_ceiling,466189.61187569145,,480876.75510993187,40828012.32723933,,40828012.32723933,L_SX=4.500000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 196 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
84,J1658-5324,J16585324,rotation-powered MSP,410.004100041,0.88,upper_limit,flux_ceiling,549018.4896252186,,561911.0594642346,54200338.074219346,,54200338.074219346,L_SX=9.730000e+29 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.5--2.0 keV (Chandra),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 198 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
85,J1701-3006C,J17013006C,rotation-powered MSP,131.354262446,6.41,upper_limit,flux_ceiling,645970.762932033,,671993.0604551085,74663173.60117309,,74663173.60117309,L_X_fallback=5.900000e+31 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 200 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
86,J1709+2313,J17092313,rotation-powered MSP,215.936082919,2.179,upper_limit,flux_ceiling,543152.63680711,,555787.0805840871,53138798.869999714,,53138798.869999714,L_SX=8.560000e+29 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.5--2.0 keV (Chandra),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 201 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
87,J1710+4923,J17104923,rotation-powered MSP,310.559006211,0.506,upper_limit,flux_ceiling,370457.28954171645,,380092.6414218251,26572344.408225708,,26572344.408225708,L_X_fallback=4.750000e+29 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.3 keV (SRG/eROSITA),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Shibanov2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1134/S1063773725700288,Xu living Table 2 line 202 (snapshot 2025-12-25),"The SRG/eROSITA association is a counterpart candidate at approximately 3 sigma or greater. Its assigned luminosity is used as a conservative budget for uniform surface emission; polar-cap, shock, or magnetospheric emission may contribute."
88,J1717+4308A,J17174308A,rotation-powered MSP,316.455696203,8.5,upper_limit,flux_ceiling,679163.5951150632,,707476.9956377886,81882338.0850861,,81882338.0850861,L_X_fallback=8.330000e+31 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 203 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
89,J1723-2837,J17232837,rotation-powered MSP,538.793103448,0.926,two_sided_estimate,conditional,415929.0,392093.0,449292.0,11999748.20947422,8978264.93435117,36227555.079462916,Redshifted effective temperature of the whole surface,Range from radius and distance uncertainties; no probability content specified,bolometric atmosphere result,,period coordinate in the dated Xu living-table snapshot,XuLive2025,Boztepe2020,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/staa2503,Xu living Table 2 line 204 (snapshot 2025-12-25),The adopted temperature follows the full-surface NSA interpretation. A blackbody plus power-law model with a hot spot fits the same archival spectrum comparably well. The local NSA temperature has been converted to the observer frame.
90,J1730-2304,J17302304,rotation-powered MSP,123.107226394,0.62,upper_limit,flux_ceiling,383547.67606847954,,393824.457430747,28362222.443105903,,28362222.443105903,L_SX=6.860000e+29 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 205 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
91,J1731-1847,J17311847,rotation-powered MSP,426.439232409,4.782,upper_limit,flux_ceiling,420799.83270052035,,432990.19601634145,33733882.86343427,,33733882.86343427,L_SX=1.740000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 206 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
92,J1737-0314A,J17370314A,rotation-powered MSP,505.050505051,9.1,upper_limit,flux_ceiling,656744.5848111282,,683505.1268608363,76973883.58321452,,76973883.58321452,L_X_fallback=6.620000e+31 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 207 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
93,J1740-5340A,J17405340A,rotation-powered MSP,273.97260274,2.482,upper_limit,flux_ceiling,565382.9506576093,,586074.0737848727,58382874.02984105,,58382874.02984105,L_X_fallback=2.220000e+31 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 208 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
94,J1740-5340B,J17405340B,rotation-powered MSP,172.801105927,2.482,upper_limit,flux_ceiling,657885.9061061656,,684724.933414842,77220491.8343625,,77220491.8343625,L_X_fallback=6.700000e+31 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 209 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
95,J1744-1134,J17441134,rotation-powered MSP,245.398773006,0.395,upper_limit,flux_ceiling,501978.87614099187,,512865.84688895865,45951924.407646865,,45951924.407646865,L_SX=3.220000e+29 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.5--2.0 keV (Chandra),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 210 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
96,J1744-7619,J17447619,rotation-powered MSP,213.310580205,1.0,upper_limit,flux_ceiling,390764.54340912553,,401401.954382729,29370810.139878143,,29370810.139878143,L_SX=8.320000e+29 erg s^-1 (upper_limit),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Smith3PC2023,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/acee67,Xu living Table 2 line 211 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
97,J1748-2446E,J17482446E,rotation-powered MSP,454.959053685,6.62,upper_limit,flux_ceiling,424662.1860539553,,437058.18199761247,34314188.776873805,,34314188.776873805,L_X_fallback=1.900000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 213 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
98,J1748-2446F,J17482446F,rotation-powered MSP,180.505415162,6.62,upper_limit,flux_ceiling,474901.07660694304,,490086.7887983251,42257723.92749715,,42257723.92749715,L_X_fallback=5.300000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 214 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
99,J1748-2446H,J17482446H,rotation-powered MSP,203.004466098,6.62,upper_limit,flux_ceiling,465015.503914106,,479635.8861383549,40636990.08645594,,40636990.08645594,L_X_fallback=4.400000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 215 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
100,J1748-2446K,J17482446K,rotation-powered MSP,336.7003367,6.62,upper_limit,flux_ceiling,408445.0023371,,419986.5172682108,31906968.097862948,,31906968.097862948,L_X_fallback=1.300000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 216 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
101,J1748-2446L,J17482446L,rotation-powered MSP,445.434298441,6.62,upper_limit,flux_ceiling,500332.4320189973,,517006.8800924684,46555842.17970701,,46555842.17970701,L_X_fallback=8.300000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 217 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
102,J1748-2446N,J17482446N,rotation-powered MSP,115.380177685,6.62,upper_limit,flux_ceiling,411522.64587990986,,423224.67233183695,32357875.413809624,,32357875.413809624,L_X_fallback=1.400000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 218 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
103,J1748-2446O,J17482446O,rotation-powered MSP,596.302921884,6.62,upper_limit,flux_ceiling,558869.9523173992,,579146.3731695017,57145298.27492785,,57145298.27492785,L_X_fallback=2.030000e+31 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 219 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
104,J1748-2446P,J17482446P,rotation-powered MSP,578.368999422,6.62,upper_limit,flux_ceiling,846840.7329033448,,887349.8221635802,122794374.08691417,,122794374.08691417,L_X_fallback=3.360000e+32 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 220 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
105,J1748-2446Q,J17482446Q,rotation-powered MSP,355.618776671,6.62,upper_limit,flux_ceiling,378680.1212753797,,388716.3949773601,27690684.66994772,,27690684.66994772,L_X_fallback=6.000000e+29 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 221 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
106,J1748-2446V,J17482446V,rotation-powered MSP,482.392667631,6.62,upper_limit,flux_ceiling,561322.3620815927,,581754.6207852849,57609942.25618777,,57609942.25618777,L_X_fallback=2.100000e+31 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 222 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
107,J1748-2446X,J17482446X,rotation-powered MSP,333.444481494,6.62,upper_limit,flux_ceiling,447380.61276044394,,461012.1078184833,37815707.89373964,,37815707.89373964,L_X_fallback=3.100000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 223 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
108,J1748-2446Z,J17482446Z,rotation-powered MSP,406.008932197,6.62,upper_limit,flux_ceiling,488739.4366667555,,504729.1317556434,44573627.29161524,,44573627.29161524,L_X_fallback=6.800000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 224 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
109,J1748-2446ad,J17482446AD,rotation-powered MSP,716.332378223,6.62,upper_limit,flux_ceiling,733937.0739165288,,766132.2299713779,94438312.4102761,,94438312.4102761,L_X_fallback=1.390000e+32 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 225 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
110,J1807-2459A,J18072459A,rotation-powered MSP,326.904217064,2.58,upper_limit,flux_ceiling,510996.2406288928,,528309.1823400346,48412945.62214636,,48412945.62214636,L_X_fallback=9.900000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 226 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
111,J1810+1744,J18101744,rotation-powered MSP,602.409638554,2.361,upper_limit,flux_ceiling,649275.5097931897,,666904.0489033684,73774311.34891511,,73774311.34891511,L_SX=6.220000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.5--2.0 keV (Chandra),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 227 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
112,J1816+4510,J18164510,rotation-powered MSP,313.18509239,4.356,upper_limit,flux_ceiling,629437.682004015,,646081.6829834207,69688238.63430622,,69688238.63430622,L_SX=4.500000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.5--2.0 keV (Chandra),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 228 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
113,J1824-2452A,J18242452A,rotation-powered MSP,327.439423707,5.37,upper_limit,flux_ceiling,1092906.479045679,,1152383.482542912,195682497.10258368,,195682497.10258368,L_X_fallback=1.380000e+33 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 229 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
114,J1824-2452C,J18242452C,rotation-powered MSP,240.442414042,5.37,upper_limit,flux_ceiling,426943.9741525126,,439462.0231191976,34659080.11032306,,34659080.11032306,L_X_fallback=2.000000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 230 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
115,J1824-2452E,J18242452E,rotation-powered MSP,184.501845018,5.37,upper_limit,flux_ceiling,433275.38644075394,,446134.5668563468,35624020.713653676,,35624020.713653676,L_X_fallback=2.300000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 231 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
